model,language,category,emotion,condition,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates
gemini,en,object,joy,shuffled_emotion,0.4782467603683472,0.056695467303507,1.0,15
gemini,en,object,sadness,emotion,0.47934212908148766,0.06380436359904702,1.0,16
gemini,en,object,sadness,identity,0.646011233329773,0.031463950063334724,1.0,10
gemini,en,object,sadness,random,0.45246977508068087,0.029086755198659324,1.0,10
gemini,en,object,sadness,shuffled_emotion,0.46979636400938035,0.058197953901253596,1.0,12
gemini,en,person,anger,emotion,0.4853722117841244,0.09211868880083782,1.0,13
gemini,en,person,anger,identity,0.6379205048084259,-0.004791435401421024,1.0,10
gemini,en,person,anger,random,0.45482294261455536,-0.004791435401421025,1.0,10
gemini,en,person,anger,shuffled_emotion,0.49480604752898216,0.031160064041614526,1.0,12
gemini,en,person,disgust,emotion,0.46794098392128947,0.06766629776684566,1.0,15
gemini,en,person,disgust,identity,0.6379205048084259,-0.00245438126148654,1.0,10
gemini,en,person,disgust,random,0.45075455904006956,-0.007711050391662838,1.0,10
gemini,en,person,disgust,shuffled_emotion,0.4805098719894886,0.0025085430708713923,1.0,10
gemini,en,person,joy,emotion,0.4805098719894886,0.052641342958668236,1.0,10
gemini,en,person,joy,identity,0.6379205048084259,0.006205311749363325,1.0,10
gemini,en,person,joy,random,0.4638253033161163,-0.00355701317894271,1.0,10
gemini,en,person,joy,shuffled_emotion,0.4853722117841244,0.02336515415227038,1.0,13
gemini,en,person,sadness,emotion,0.49480604752898216,0.08058332485961725,1.0,12
gemini,en,person,sadness,identity,0.6379205048084259,-0.00490381706622428,1.0,10
gemini,en,person,sadness,random,0.4470402240753174,-0.004903817066224281,1.0,10
gemini,en,person,sadness,shuffled_emotion,0.46794098392128947,0.034271035616984566,1.0,15
gemini,en,place,anger,emotion,0.4541301652789116,0.07575821550562972,1.0,16
