model,language,category,emotion,emotion_strategy,neutral_strategy,projection_emotion,projection_identity,projection_random,projection_shuffled_emotion,delta_emotion_minus_identity,delta_emotion_minus_random,delta_emotion_minus_shuffled
bielik_1_5b_v3,en,object,anger,single_word,neutral_centroid,0.0099553768523037,0.0012605757452547296,-0.0031772158574313,0.00846313755027945,0.00869480110704897,0.013132592709735,0.0014922393020242505
bielik_1_5b_v3,en,object,disgust,centroid_phrases,neutral_centroid,0.05442755259573454,0.01164715210907161,0.025871054502204026,0.05442755259573454,0.04278040048666293,0.028556498093530516,0.0
bielik_1_5b_v3,en,object,disgust,single_word,neutral_centroid,0.0077750316355377005,-0.0005595873575657796,-0.0029595388099551098,0.00794533970765765,0.00833461899310348,0.01073457044549281,-0.00017030807211994986
bielik_1_5b_v3,en,object,excitement,centroid_phrases,neutral_centroid,0.057152309641241995,0.01359404516406357,0.04134659925475713,0.06082641966640945,0.04355826447717842,0.015805710386484866,-0.0036741100251674527
bielik_1_5b_v3,en,object,excitement,single_word,neutral_centroid,0.01290277331136164,0.00262344896327703,0.0019132233690470402,0.0028263919753953705,0.010279324348084611,0.0109895499423146,0.010076381335966271
bielik_1_5b_v3,en,object,fear,centroid_phrases,neutral_centroid,0.06938164420425888,0.01331044863909483,0.01266517406329511,0.07184246443212028,0.05607119556516405,0.05671647014096377,-0.002460820227861399
bielik_1_5b_v3,en,object,fear,single_word,neutral_centroid,0.01620956272818144,0.00296426960267125,0.01108167683705685,-0.0021024739369749994,0.013245293125510189,0.0051278858911245895,0.018312036665156437
bielik_1_5b_v3,en,object,joy,centroid_phrases,neutral_centroid,0.06747042611241336,0.01592728472314775,0.03132194513455032,0.060281440429389446,0.051543141389265607,0.03614848097786304,0.00718898568302391
bielik_1_5b_v3,en,object,joy,single_word,neutral_centroid,0.027943233586847728,0.01030106819234787,-0.0019883214961737396,0.01756154433824118,0.017642165394499858,0.029931555083021467,0.010381689248606548
bielik_1_5b_v3,en,object,love,centroid_phrases,neutral_centroid,0.06972874924540515,0.01222006105817853,0.017230779398232678,0.06416517943143839,0.05750868818722662,0.05249796984717247,0.005563569813966759
bielik_1_5b_v3,en,object,love,single_word,neutral_centroid,0.050715557672083335,0.03003357313573357,0.02542304955422875,0.04003057479858394,0.020681984536349764,0.025292508117854585,0.010684982873499393
bielik_1_5b_v3,en,object,negative,centroid_phrases,neutral_centroid,0.06071773581206794,0.01363868261687457,0.0256930242758244,0.06071773581206794,0.04707905319519337,0.03502471153624354,0.0
